table,field,table_in_schema,field_in_schema,field_type,field_length
sp0006(概览-主要会计数据及财务指标),createtime,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),f012Sp0006,概览-主要会计数据及财务指标,经营活动产生的现金流量净额,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f002Sp0006,概览-主要会计数据及财务指标,归属于母公司所有者权益,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f008Sp0006,概览-主要会计数据及财务指标,扣除非经常性损益后归属于母公司所有者的净利润,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f004Sp0006,概览-主要会计数据及财务指标,资产负债率（合并）,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f011Sp0006,概览-主要会计数据及财务指标,加权平均净资产收益率,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f014Sp0006,概览-主要会计数据及财务指标,研发投入占营业收入的比例,varchar(50),50
sp0006(概览-主要会计数据及财务指标),stamp,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),f001Sp0006,概览-主要会计数据及财务指标,资产总额,varchar(50),50
sp0006(概览-主要会计数据及财务指标),uuid,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),f005Sp0006,概览-主要会计数据及财务指标,营业收入,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f015Sp0006,概览-主要会计数据及财务指标,息税折旧摊销前利润,varchar(50),50
sp0006(概览-主要会计数据及财务指标),reportType,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),sourceUrl,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),f006Sp0006,概览-主要会计数据及财务指标,净利润,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f010Sp0006,概览-主要会计数据及财务指标,稀释每股收益,varchar(50),50
sp0006(概览-主要会计数据及财务指标),contextref,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),pageIndex,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),accountingYear,概览-主要会计数据及财务指标,set_default_none,,
sp0006(概览-主要会计数据及财务指标),currency,概览-主要会计数据及财务指标,币种,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f013Sp0006,概览-主要会计数据及财务指标,现金分红,varchar(50),50
sp0006(概览-主要会计数据及财务指标),f007Sp0006,概览-主要会计数据及财务指标,归属于母公司所有者的净利润,varchar(50),50
sp0006(概览-主要会计数据及财务指标),dataYear,概览-主要会计数据及财务指标,年度,varchar(50),50
sp0024(业务与技术-前五供应商),f002Sp0024,业务与技术-前五供应商,供应商名称,varchar(300),300
sp0024(业务与技术-前五供应商),createtime,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),f004Sp0024Org,业务与技术-前五供应商,采购金额占营业成本的比例原文,varchar(50),50
sp0024(业务与技术-前五供应商),stamp,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),f006Sp0024,业务与技术-前五供应商,采购金额占当期采购总额比例,varchar(50),50
sp0024(业务与技术-前五供应商),uuid,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),f001Sp0024,业务与技术-前五供应商,序号,varchar(50),50
sp0024(业务与技术-前五供应商),reportType,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),sourceUrl,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),f005Sp0024,业务与技术-前五供应商,采购产品/类型,varchar(50),50
sp0024(业务与技术-前五供应商),contextref,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),pageIndex,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),f006Sp0024Org,业务与技术-前五供应商,采购金额占当期采购总额比例原文,varchar(50),50
sp0024(业务与技术-前五供应商),accountingYear,业务与技术-前五供应商,set_default_none,,
sp0024(业务与技术-前五供应商),f003Sp0024Unit,业务与技术-前五供应商,采购金额原文单位,varchar(50),50
sp0024(业务与技术-前五供应商),f004Sp0024,业务与技术-前五供应商,采购金额占营业成本的比例,varchar(50),50
sp0024(业务与技术-前五供应商),f003Sp0024,业务与技术-前五供应商,采购金额,varchar(50),50
sp0024(业务与技术-前五供应商),f003Sp0024Crt,业务与技术-前五供应商,采购金额币种,varchar(50),50
sp0024(业务与技术-前五供应商),f003Sp0024Org,业务与技术-前五供应商,采购金额原文,varchar(50),50
sp0024(业务与技术-前五供应商),dataYear,业务与技术-前五供应商,年度,varchar(50),50
sp0028(财务会计信息-主要财务指标),f003Sp0028,财务会计信息-主要财务指标,资产负债率（合并）,varchar(50),50
sp0028(财务会计信息-主要财务指标),f008Sp0028,财务会计信息-主要财务指标,归属于发行人股东的每股净资产,varchar(50),50
sp0028(财务会计信息-主要财务指标),f018Sp0028,财务会计信息-主要财务指标,无形资产占净资产比例,varchar(50),50
sp0028(财务会计信息-主要财务指标),f011Sp0028,财务会计信息-主要财务指标,归属于发行人股东扣除非经常性损益后的净利润,varchar(50),50
sp0028(财务会计信息-主要财务指标),stamp,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),f001Sp0028,财务会计信息-主要财务指标,流动比率,varchar(50),50
sp0028(财务会计信息-主要财务指标),uuid,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),f005Sp0028,财务会计信息-主要财务指标,应收账款周转率,varchar(50),50
sp0028(财务会计信息-主要财务指标),f015Sp0028,财务会计信息-主要财务指标,稀释每股收益,varchar(50),50
sp0028(财务会计信息-主要财务指标),reportType,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),sourceUrl,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),f006Sp0028,财务会计信息-主要财务指标,存货周转率,varchar(50),50
sp0028(财务会计信息-主要财务指标),f010Sp0028,财务会计信息-主要财务指标,归属于发行人股东的净利润,varchar(50),50
sp0028(财务会计信息-主要财务指标),contextref,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),f016Sp0028,财务会计信息-主要财务指标,净资产收益率,varchar(50),50
sp0028(财务会计信息-主要财务指标),currency,财务会计信息-主要财务指标,币种,varchar(50),50
sp0028(财务会计信息-主要财务指标),f013Sp0028,财务会计信息-主要财务指标,每股净现金流量,varchar(50),50
sp0028(财务会计信息-主要财务指标),f009Sp0028,财务会计信息-主要财务指标,息税折旧摊销前利润,varchar(50),50
sp0028(财务会计信息-主要财务指标),createtime,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),f012Sp0028,财务会计信息-主要财务指标,每股经营活动产生的现金流量,varchar(50),50
sp0028(财务会计信息-主要财务指标),f019Sp0028,财务会计信息-主要财务指标,总资产周转率,varchar(50),50
sp0028(财务会计信息-主要财务指标),f002Sp0028,财务会计信息-主要财务指标,速动比率,varchar(50),50
sp0028(财务会计信息-主要财务指标),f004Sp0028,财务会计信息-主要财务指标,资产负债率（母公司）,varchar(50),50
sp0028(财务会计信息-主要财务指标),f014Sp0028,财务会计信息-主要财务指标,基本每股收益,varchar(50),50
sp0028(财务会计信息-主要财务指标),f020Sp0028,财务会计信息-主要财务指标,利息保障倍数,varchar(50),50
sp0028(财务会计信息-主要财务指标),pageIndex,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),accountingYear,财务会计信息-主要财务指标,set_default_none,,
sp0028(财务会计信息-主要财务指标),f017Sp0028,财务会计信息-主要财务指标,主营业务收入增长率,varchar(50),50
sp0028(财务会计信息-主要财务指标),f007Sp0028,财务会计信息-主要财务指标,研发投入占营业收入的比例,varchar(50),50
sp0028(财务会计信息-主要财务指标),dataYear,财务会计信息-主要财务指标,年度,varchar(50),50
sp0030(本次发行概况-相关机构-资产评估复核机构),f001Sp0030,本次发行概况-相关机构-资产评估复核机构,名称,varchar(50),50
sp0030(本次发行概况-相关机构-资产评估复核机构),f007Sp0030,本次发行概况-相关机构-资产评估复核机构,经办资产评估师,varchar(50),50
sp0030(本次发行概况-相关机构-资产评估复核机构),createtime,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
sp0030(本次发行概况-相关机构-资产评估复核机构),stamp,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
sp0030(本次发行概况-相关机构-资产评估复核机构),f006Sp0030,本次发行概况-相关机构-资产评估复核机构,传真,varchar(50),50
sp0030(本次发行概况-相关机构-资产评估复核机构),f002Sp0030,本次发行概况-相关机构-资产评估复核机构,法定代表人,varchar(50),50
sp0030(本次发行概况-相关机构-资产评估复核机构),uuid,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
sp0030(本次发行概况-相关机构-资产评估复核机构),reportType,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
sp0030(本次发行概况-相关机构-资产评估复核机构),sourceUrl,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
sp0030(本次发行概况-相关机构-资产评估复核机构),f005Sp0030,本次发行概况-相关机构-资产评估复核机构,联系电话,varchar(50),50
sp0030(本次发行概况-相关机构-资产评估复核机构),contextref,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
sp0030(本次发行概况-相关机构-资产评估复核机构),pageIndex,本次发行概况-相关机构-资产评估复核机构,set_default_none,,
